// x, y, n_BG, n_sig(C1N1 1TeV), n_sig(C1N1 3TeV), n_sig(C1C1 1TeV), n_sig(C1C1 3TeV) 
1000, 1000, 7.70056e+07+/-1.7695e+06, 12502.2+/-380.595, 223.287+/-14.6047, 12177.1+/-331.486, 211.428+/-11.6228;
1000, 2000, 5.86708e+06+/-201702, 5174.33+/-265.995, 116.973+/-10.9479, 5114.15+/-233.589, 120.368+/-8.94406;
1000, 3000, 1.00948e+06+/-74000.9, 2150.23+/-186.729, 60.6967+/-8.3769, 1999.92+/-157.827, 60.4413+/-6.62885;
1000, 3100, 906534+/-69831.3, 1984.75+/-182.322, 58.1536+/-8.28456, 1873.57+/-153.768, 58.1978+/-6.54906;
1000, 3200, 786768+/-64476.7, 1809.76+/-175.78, 54.4185+/-7.95448, 1725.29+/-148.402, 57.4134+/-6.53712;
1000, 3300, 704396+/-60642.1, 1594.89+/-166.631, 50.0415+/-7.69499, 1614.32+/-144.587, 54.0434+/-6.43197;
1000, 3400, 622409+/-56546.7, 1485.49+/-161.358, 47.882+/-7.57131, 1452.73+/-138.421, 49.5454+/-6.14993;
1000, 3500, 480646+/-44447.3, 1390.46+/-156.791, 45.7816+/-7.43396, 1355.82+/-134.469, 47.8022+/-6.07263;
1000, 3600, 437020+/-41658, 1305.03+/-152.701, 43.3334+/-7.34684, 1235.85+/-129.363, 45.5694+/-5.97106;
1000, 3700, 379930+/-37616.3, 1168.16+/-144.159, 42.9664+/-7.33767, 1179.48+/-126.485, 44.1591+/-5.92146;
1000, 3800, 316677+/-32480.7, 1077.27+/-139.679, 41.9533+/-7.29018, 1074.92+/-121.13, 42.4851+/-5.85972;
1000, 3900, 298134+/-31216.6, 960.112+/-133.282, 40.3724+/-7.16261, 918.072+/-112.959, 40.0568+/-5.75737;
1000, 4000, 254333+/-27095.9, 892.284+/-129.566, 38.3115+/-6.94401, 827.663+/-107.974, 36.4245+/-5.38428;
1000, 4100, 199144+/-20353.9, 822.292+/-124.458, 33.2395+/-6.59576, 735.313+/-102.225, 33.2681+/-5.1268;
1000, 4200, 162716+/-14632.6, 753.077+/-120.3, 32.2667+/-6.55595, 672.607+/-98.7044, 33.2681+/-5.1268;
1000, 4300, 150602+/-13169, 711.873+/-117.524, 31.9618+/-6.54922, 624.613+/-95.736, 33.2681+/-5.1268;
1000, 4400, 144988+/-13144.4, 596.207+/-107.097, 28.5156+/-6.29671, 582.694+/-92.622, 30.2942+/-4.9032;
1000, 4500, 126724+/-9611.98, 554.567+/-102.934, 24.4609+/-5.98759, 539.438+/-89.7479, 27.2118+/-4.58401;
1000, 4600, 112684+/-7170.09, 537.028+/-101.43, 23.3331+/-5.92324, 511.505+/-87.547, 26.5404+/-4.55794;
1000, 4700, 106245+/-7126.54, 501.559+/-97.8427, 22.3085+/-5.84392, 424.547+/-79.9594, 25.262+/-4.38018;
1000, 4800, 97844.6+/-7047.03, 439.05+/-91.3563, 21.421+/-5.77613, 412.469+/-79.042, 23.389+/-4.27711;
1000, 4900, 84518.5+/-2987.86, 429.97+/-90.9039, 21.3989+/-5.77609, 391.457+/-77.358, 22.1351+/-4.17472;
1000, 5000, 76479+/-2836.08, 342.156+/-81.5065, 21.3989+/-5.77609, 386.366+/-77.1903, 20.6686+/-4.03023;
1000, 5100, 68064.9+/-2649.35, 278.744+/-74.4029, 20.835+/-5.75634, 364.457+/-75.445, 20.6686+/-4.03023;
1000, 5200, 61965.4+/-2514.63, 276.988+/-74.3822, 17.9385+/-5.39804, 334.936+/-72.4815, 20.1954+/-4.00235;
1000, 5300, 55380.7+/-2362.32, 270.661+/-74.2437, 17.01+/-5.3176, 311.554+/-70.3794, 19.7473+/-3.97718;
1000, 5400, 50238.5+/-2254.25, 266.75+/-74.1406, 17.01+/-5.3176, 311.554+/-70.3794, 18.6055+/-3.8907;
1000, 5500, 45484.3+/-2149.5, 244.253+/-70.6447, 16.0529+/-5.23074, 281.129+/-66.8202, 17.8312+/-3.84568;
1000, 5600, 40924.1+/-2044, 244.253+/-70.6447, 16.0529+/-5.23074, 262.904+/-65.2752, 16.4065+/-3.70285;
1000, 5700, 36655.1+/-1940.03, 226.806+/-68.4565, 15.702+/-5.21911, 257.86+/-65.0801, 14.9901+/-3.60744;
1000, 5800, 32968.2+/-1845.54, 185.514+/-61.3966, 14.881+/-5.15414, 225.716+/-60.9439, 13.2339+/-3.38695;
1000, 5900, 30057.4+/-1767.37, 185.514+/-61.3966, 13.375+/-4.9292, 212.95+/-59.5918, 12.3117+/-3.259;
1000, 6000, 27236.7+/-1688.36, 152.002+/-55.4833, 13.375+/-4.9292, 181.217+/-55.1907, 9.67807+/-2.6623;
1000, 6100, 25005.2+/-1622.97, 152.002+/-55.4833, 13.375+/-4.9292, 181.217+/-55.1907, 8.70505+/-2.57178;
1000, 6200, 22094.5+/-1533.5, 137.617+/-53.586, 13.375+/-4.9292, 181.217+/-55.1907, 6.74956+/-2.30833;
1000, 6300, 19862.9+/-1461.2, 137.617+/-53.586, 12.3321+/-4.81761, 169.948+/-54.0278, 6.0131+/-2.1877;
1000, 6400, 18019.4+/-1398.66, 137.617+/-53.586, 12.3321+/-4.81761, 169.948+/-54.0278, 5.25737+/-2.05302;
1000, 6500, 16661.1+/-1350.72, 137.617+/-53.586, 10.7609+/-4.56336, 154.022+/-51.6274, 5.25737+/-2.05302;
1000, 6600, 15496.8+/-1308.24, 137.617+/-53.586, 10.7609+/-4.56336, 154.022+/-51.6274, 4.3389+/-1.83612;
1000, 6700, 14429.5+/-1268.04, 114.016+/-48.1086, 9.58901+/-4.41032, 140.041+/-49.6984, 3.54339+/-1.65483;
1000, 6800, 13168.2+/-1218.84, 114.016+/-48.1086, 8.657+/-4.31071, 140.041+/-49.6984, 3.54339+/-1.65483;
1000, 6900, 11809.9+/-1163.52, 114.016+/-48.1086, 7.20083+/-4.05732, 121.448+/-46.089, 3.54339+/-1.65483;
1000, 7000, 10174+/-1044.55, 91.3692+/-42.4451, 7.20083+/-4.05732, 121.448+/-46.089, 3.54339+/-1.65483;
1000, 7100, 9300.79+/-1003.18, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
1000, 7200, 8330.55+/-955.105, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
1000, 7300, 7748.41+/-925.064, 75.0709+/-39.1912, 7.20083+/-4.05732, 87.1277+/-39.1695, 2.31768+/-1.40967;
1000, 7400, 6584.12+/-861.847, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
1000, 7500, 6099+/-834.093, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
1000, 7600, 5516.85+/-799.518, 62.1921+/-37.0147, 7.20083+/-4.05732, 33.7806+/-24.1841, 2.31768+/-1.40967;
1000, 7700, 5225.78+/-781.657, 28.0665+/-28.0665, 7.20083+/-4.05732, 33.7806+/-24.1841, 1.29178+/-0.9668;
1000, 7800, 4934.71+/-763.379, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
1000, 7900, 4546.61+/-738.304, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
1000, 8000, 3783.94+/-605.916, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
1000, 8100, 3298.82+/-565.743, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
1000, 8200, 2813.7+/-522.491, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
1000, 8300, 2328.58+/-475.319, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
1000, 8400, 2231.56+/-465.311, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
1000, 8500, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
1000, 8600, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
1000, 8700, 1552.39+/-388.097, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
1000, 8800, 1455.36+/-375.773, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
1000, 8900, 1164.29+/-336.102, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
1000, 9000, 1067.27+/-321.793, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
1000, 9100, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
1000, 9200, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
1000, 9300, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
1000, 9400, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
1000, 9500, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
1000, 9600, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
1000, 9700, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
1000, 9800, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
1000, 9900, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
1000, 10000, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
2000, 1000, 9.35425e+06+/-390044, 4565.4+/-252.59, 107.133+/-10.7686, 4294.21+/-214.174, 99.593+/-7.99609;
2000, 2000, 4.30712e+06+/-171994, 3962.14+/-237.797, 97.5935+/-10.2444, 3757.49+/-202.888, 93.2633+/-7.83499;
2000, 3000, 983431+/-72913.5, 1998.16+/-180.22, 59.7445+/-8.35312, 1909.01+/-154.464, 58.24+/-6.56422;
2000, 3100, 886997+/-68968.1, 1840.81+/-175.839, 57.2756+/-8.26085, 1801.31+/-150.875, 56.2562+/-6.48726;
2000, 3200, 773744+/-63854.3, 1693.91+/-169.823, 53.5534+/-7.92979, 1653.03+/-145.402, 55.5344+/-6.47551;
2000, 3300, 691371+/-59979.9, 1509.48+/-161.782, 49.1764+/-7.66946, 1564.9+/-142.427, 53.0317+/-6.40501;
2000, 3400, 609384+/-55835.9, 1405.78+/-156.45, 47.0169+/-7.54537, 1415.47+/-136.705, 48.896+/-6.13244;
2000, 3500, 480258+/-44446.9, 1328.49+/-152.77, 44.9165+/-7.40754, 1318.55+/-132.701, 47.1527+/-6.05492;
2000, 3600, 436632+/-41657.6, 1243.06+/-148.57, 42.9956+/-7.33907, 1208.71+/-127.926, 44.92+/-5.95304;
2000, 3700, 379542+/-37615.8, 1107.3+/-139.779, 42.6287+/-7.32989, 1152.34+/-125.015, 43.5097+/-5.90329;
2000, 3800, 316288+/-32480.1, 1016.41+/-135.155, 41.6156+/-7.28235, 1047.79+/-119.594, 42.2046+/-5.853;
2000, 3900, 297843+/-31216.2, 899.258+/-128.533, 40.0347+/-7.15464, 890.935+/-111.311, 39.7763+/-5.75054;
2000, 4000, 254139+/-27095.5, 831.431+/-124.675, 38.3115+/-6.94401, 814.959+/-107.224, 36.144+/-5.37697;
2000, 4100, 198950+/-20353.4, 761.439+/-119.358, 33.2395+/-6.59576, 735.313+/-102.225, 33.2681+/-5.1268;
2000, 4200, 162522+/-14631.9, 730.339+/-118.132, 32.2667+/-6.55595, 672.607+/-98.7044, 33.2681+/-5.1268;
2000, 4300, 150408+/-13168.3, 689.135+/-115.303, 31.9618+/-6.54922, 624.613+/-95.736, 33.2681+/-5.1268;
2000, 4400, 144891+/-13144, 573.469+/-104.655, 28.5156+/-6.29671, 582.694+/-92.622, 30.2942+/-4.9032;
2000, 4500, 126627+/-9611.49, 554.567+/-102.934, 24.4609+/-5.98759, 539.438+/-89.7479, 27.2118+/-4.58401;
2000, 4600, 112587+/-7169.43, 537.028+/-101.43, 23.3331+/-5.92324, 511.505+/-87.547, 26.5404+/-4.55794;
2000, 4700, 106148+/-7125.88, 501.559+/-97.8427, 22.3085+/-5.84392, 424.547+/-79.9594, 25.262+/-4.38018;
2000, 4800, 97747.5+/-7046.37, 439.05+/-91.3563, 21.421+/-5.77613, 412.469+/-79.042, 23.389+/-4.27711;
2000, 4900, 84421.4+/-2986.29, 429.97+/-90.9039, 21.3989+/-5.77609, 391.457+/-77.358, 22.1351+/-4.17472;
2000, 5000, 76479+/-2836.08, 342.156+/-81.5065, 21.3989+/-5.77609, 386.366+/-77.1903, 20.6686+/-4.03023;
2000, 5100, 68064.9+/-2649.35, 278.744+/-74.4029, 20.835+/-5.75634, 364.457+/-75.445, 20.6686+/-4.03023;
2000, 5200, 61965.4+/-2514.63, 276.988+/-74.3822, 17.9385+/-5.39804, 334.936+/-72.4815, 20.1954+/-4.00235;
2000, 5300, 55380.7+/-2362.32, 270.661+/-74.2437, 17.01+/-5.3176, 311.554+/-70.3794, 19.7473+/-3.97718;
2000, 5400, 50238.5+/-2254.25, 266.75+/-74.1406, 17.01+/-5.3176, 311.554+/-70.3794, 18.6055+/-3.8907;
2000, 5500, 45484.3+/-2149.5, 244.253+/-70.6447, 16.0529+/-5.23074, 281.129+/-66.8202, 17.8312+/-3.84568;
2000, 5600, 40924.1+/-2044, 244.253+/-70.6447, 16.0529+/-5.23074, 262.904+/-65.2752, 16.4065+/-3.70285;
2000, 5700, 36655.1+/-1940.03, 226.806+/-68.4565, 15.702+/-5.21911, 257.86+/-65.0801, 14.9901+/-3.60744;
2000, 5800, 32968.2+/-1845.54, 185.514+/-61.3966, 14.881+/-5.15414, 225.716+/-60.9439, 13.2339+/-3.38695;
2000, 5900, 30057.4+/-1767.37, 185.514+/-61.3966, 13.375+/-4.9292, 212.95+/-59.5918, 12.3117+/-3.259;
2000, 6000, 27236.7+/-1688.36, 152.002+/-55.4833, 13.375+/-4.9292, 181.217+/-55.1907, 9.67807+/-2.6623;
2000, 6100, 25005.2+/-1622.97, 152.002+/-55.4833, 13.375+/-4.9292, 181.217+/-55.1907, 8.70505+/-2.57178;
2000, 6200, 22094.5+/-1533.5, 137.617+/-53.586, 13.375+/-4.9292, 181.217+/-55.1907, 6.74956+/-2.30833;
2000, 6300, 19862.9+/-1461.2, 137.617+/-53.586, 12.3321+/-4.81761, 169.948+/-54.0278, 6.0131+/-2.1877;
2000, 6400, 18019.4+/-1398.66, 137.617+/-53.586, 12.3321+/-4.81761, 169.948+/-54.0278, 5.25737+/-2.05302;
2000, 6500, 16661.1+/-1350.72, 137.617+/-53.586, 10.7609+/-4.56336, 154.022+/-51.6274, 5.25737+/-2.05302;
2000, 6600, 15496.8+/-1308.24, 137.617+/-53.586, 10.7609+/-4.56336, 154.022+/-51.6274, 4.3389+/-1.83612;
2000, 6700, 14429.5+/-1268.04, 114.016+/-48.1086, 9.58901+/-4.41032, 140.041+/-49.6984, 3.54339+/-1.65483;
2000, 6800, 13168.2+/-1218.84, 114.016+/-48.1086, 8.657+/-4.31071, 140.041+/-49.6984, 3.54339+/-1.65483;
2000, 6900, 11809.9+/-1163.52, 114.016+/-48.1086, 7.20083+/-4.05732, 121.448+/-46.089, 3.54339+/-1.65483;
2000, 7000, 10174+/-1044.55, 91.3692+/-42.4451, 7.20083+/-4.05732, 121.448+/-46.089, 3.54339+/-1.65483;
2000, 7100, 9300.79+/-1003.18, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
2000, 7200, 8330.55+/-955.105, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
2000, 7300, 7748.41+/-925.064, 75.0709+/-39.1912, 7.20083+/-4.05732, 87.1277+/-39.1695, 2.31768+/-1.40967;
2000, 7400, 6584.12+/-861.847, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
2000, 7500, 6099+/-834.093, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
2000, 7600, 5516.85+/-799.518, 62.1921+/-37.0147, 7.20083+/-4.05732, 33.7806+/-24.1841, 2.31768+/-1.40967;
2000, 7700, 5225.78+/-781.657, 28.0665+/-28.0665, 7.20083+/-4.05732, 33.7806+/-24.1841, 1.29178+/-0.9668;
2000, 7800, 4934.71+/-763.379, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
2000, 7900, 4546.61+/-738.304, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
2000, 8000, 3783.94+/-605.916, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
2000, 8100, 3298.82+/-565.743, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
2000, 8200, 2813.7+/-522.491, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
2000, 8300, 2328.58+/-475.319, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
2000, 8400, 2231.56+/-465.311, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
2000, 8500, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
2000, 8600, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
2000, 8700, 1552.39+/-388.097, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
2000, 8800, 1455.36+/-375.773, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
2000, 8900, 1164.29+/-336.102, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
2000, 9000, 1067.27+/-321.793, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
2000, 9100, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
2000, 9200, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
2000, 9300, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
2000, 9400, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
2000, 9500, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
2000, 9600, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
2000, 9700, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
2000, 9800, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
2000, 9900, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
2000, 10000, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
3000, 1000, 3.02383e+06+/-155951, 1946.35+/-177.567, 50.1906+/-7.62763, 1696.09+/-144.248, 50.345+/-6.01037;
3000, 2000, 1.18866e+06+/-82755.2, 1888.77+/-175.215, 49.4096+/-7.58754, 1646.01+/-142.812, 49.2444+/-5.97921;
3000, 3000, 831555+/-66608.6, 1607.75+/-162.09, 45.8207+/-7.42352, 1404.29+/-133.765, 47.7701+/-5.95058;
3000, 3100, 774860+/-64161.7, 1526.14+/-159.625, 43.5993+/-7.32184, 1375.68+/-132.574, 46.8232+/-5.90021;
3000, 3200, 687849+/-59977.2, 1406.47+/-154.209, 40.8646+/-6.99456, 1308.31+/-130.287, 46.1726+/-5.88772;
3000, 3300, 625110+/-56897.3, 1291.1+/-148.487, 37.0968+/-6.71406, 1252.85+/-128.181, 44.4566+/-5.82874;
3000, 3400, 550398+/-52891.2, 1224.11+/-145.142, 36.2249+/-6.68304, 1173.76+/-124.939, 42.8956+/-5.75412;
3000, 3500, 440809+/-42132.7, 1168.14+/-142.132, 35.1584+/-6.60841, 1096.28+/-121.326, 41.1524+/-5.67143;
3000, 3600, 403985+/-39685.8, 1082.72+/-137.607, 33.3501+/-6.53254, 1040.36+/-118.635, 39.3174+/-5.56906;
3000, 3700, 347672+/-35420.8, 970.889+/-130.284, 32.9831+/-6.52222, 1021.89+/-117.576, 38.4979+/-5.54739;
3000, 3800, 297734+/-31217.7, 921.97+/-127.846, 31.97+/-6.46875, 932.812+/-112.862, 38.2175+/-5.54175;
3000, 3900, 279773+/-29901.3, 819.505+/-121.714, 31.7342+/-6.46607, 803.495+/-105.478, 36.6023+/-5.45423;
3000, 4000, 236555+/-25570.5, 779.488+/-119.052, 30.011+/-6.23222, 739.816+/-101.901, 32.97+/-5.05883;
3000, 4100, 194584+/-20343, 709.496+/-113.472, 25.9836+/-5.93435, 661.191+/-96.6323, 31.7563+/-5.00726;
3000, 4200, 158641+/-14619, 678.396+/-112.181, 25.0108+/-5.89007, 598.484+/-92.9, 31.7563+/-5.00726;
3000, 4300, 146818+/-13155.1, 637.192+/-109.198, 24.7059+/-5.88258, 550.491+/-89.7398, 31.7563+/-5.00726;
3000, 4400, 141786+/-13132.5, 550.776+/-102.165, 22.3139+/-5.69844, 508.571+/-86.4099, 28.7824+/-4.77807;
3000, 4500, 124202+/-9599.24, 531.873+/-100.401, 19.8482+/-5.49831, 478.026+/-84.2858, 26.885+/-4.57234;
3000, 4600, 110550+/-7155.63, 514.334+/-98.8588, 19.5398+/-5.48965, 450.094+/-81.9384, 26.2135+/-4.54621;
3000, 4700, 104111+/-7112, 478.866+/-95.1746, 19.4794+/-5.48932, 380.043+/-75.6888, 24.9352+/-4.36797;
3000, 4800, 96098.1+/-7035, 439.05+/-91.3563, 18.5919+/-5.4171, 367.966+/-74.719, 23.389+/-4.27711;
3000, 4900, 83257.1+/-2967.31, 429.97+/-90.9039, 18.5698+/-5.41705, 346.954+/-72.9354, 22.1351+/-4.17472;
3000, 5000, 75702.8+/-2822.77, 342.156+/-81.5065, 18.5698+/-5.41705, 341.863+/-72.7575, 20.6686+/-4.03023;
3000, 5100, 67385.8+/-2636.88, 278.744+/-74.4029, 18.0058+/-5.39599, 334.539+/-72.388, 20.6686+/-4.03023;
3000, 5200, 61383.2+/-2503.37, 276.988+/-74.3822, 16.4325+/-5.1837, 305.019+/-69.2938, 20.1954+/-4.00235;
3000, 5300, 54992.6+/-2354.34, 270.661+/-74.2437, 15.504+/-5.09988, 281.637+/-67.0919, 19.7473+/-3.97718;
3000, 5400, 49850.4+/-2245.88, 266.75+/-74.1406, 15.504+/-5.09988, 281.637+/-67.0919, 18.6055+/-3.8907;
3000, 5500, 45193.2+/-2142.92, 244.253+/-70.6447, 14.5468+/-5.00924, 251.212+/-63.3483, 17.8312+/-3.84568;
3000, 5600, 40730.1+/-2039.39, 244.253+/-70.6447, 14.5468+/-5.00924, 246.459+/-63.1698, 16.4065+/-3.70285;
3000, 5700, 36558.1+/-1937.6, 226.806+/-68.4565, 14.1959+/-4.9971, 241.416+/-62.9681, 14.9901+/-3.60744;
3000, 5800, 32968.2+/-1845.54, 185.514+/-61.3966, 13.375+/-4.9292, 209.271+/-58.6833, 13.2339+/-3.38695;
3000, 5900, 30057.4+/-1767.37, 185.514+/-61.3966, 13.375+/-4.9292, 196.505+/-57.2778, 12.3117+/-3.259;
3000, 6000, 27236.7+/-1688.36, 152.002+/-55.4833, 13.375+/-4.9292, 164.772+/-52.6838, 9.67807+/-2.6623;
3000, 6100, 25005.2+/-1622.97, 152.002+/-55.4833, 13.375+/-4.9292, 164.772+/-52.6838, 8.70505+/-2.57178;
3000, 6200, 22094.5+/-1533.5, 137.617+/-53.586, 13.375+/-4.9292, 164.772+/-52.6838, 6.74956+/-2.30833;
3000, 6300, 19862.9+/-1461.2, 137.617+/-53.586, 12.3321+/-4.81761, 153.503+/-51.4643, 6.0131+/-2.1877;
3000, 6400, 18019.4+/-1398.66, 137.617+/-53.586, 12.3321+/-4.81761, 153.503+/-51.4643, 5.25737+/-2.05302;
3000, 6500, 16661.1+/-1350.72, 137.617+/-53.586, 10.7609+/-4.56336, 137.577+/-48.9383, 5.25737+/-2.05302;
3000, 6600, 15496.8+/-1308.24, 137.617+/-53.586, 10.7609+/-4.56336, 137.577+/-48.9383, 4.3389+/-1.83612;
3000, 6700, 14429.5+/-1268.04, 114.016+/-48.1086, 9.58901+/-4.41032, 123.597+/-46.8988, 3.54339+/-1.65483;
3000, 6800, 13168.2+/-1218.84, 114.016+/-48.1086, 8.657+/-4.31071, 123.597+/-46.8988, 3.54339+/-1.65483;
3000, 6900, 11809.9+/-1163.52, 114.016+/-48.1086, 7.20083+/-4.05732, 105.003+/-43.0554, 3.54339+/-1.65483;
3000, 7000, 10174+/-1044.55, 91.3692+/-42.4451, 7.20083+/-4.05732, 105.003+/-43.0554, 3.54339+/-1.65483;
3000, 7100, 9300.79+/-1003.18, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
3000, 7200, 8330.55+/-955.105, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
3000, 7300, 7748.41+/-925.064, 75.0709+/-39.1912, 7.20083+/-4.05732, 87.1277+/-39.1695, 2.31768+/-1.40967;
3000, 7400, 6584.12+/-861.847, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
3000, 7500, 6099+/-834.093, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
3000, 7600, 5516.85+/-799.518, 62.1921+/-37.0147, 7.20083+/-4.05732, 33.7806+/-24.1841, 2.31768+/-1.40967;
3000, 7700, 5225.78+/-781.657, 28.0665+/-28.0665, 7.20083+/-4.05732, 33.7806+/-24.1841, 1.29178+/-0.9668;
3000, 7800, 4934.71+/-763.379, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
3000, 7900, 4546.61+/-738.304, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
3000, 8000, 3783.94+/-605.916, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
3000, 8100, 3298.82+/-565.743, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
3000, 8200, 2813.7+/-522.491, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
3000, 8300, 2328.58+/-475.319, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
3000, 8400, 2231.56+/-465.311, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
3000, 8500, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
3000, 8600, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
3000, 8700, 1552.39+/-388.097, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
3000, 8800, 1455.36+/-375.773, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
