// x, y, n_BG, n_sig C1N1 1000, n_sig C1C1 1000 
2000, 3800, 216115, 1.62463, 0.417702;
2000, 3900, 206199, 1.62463, 0.305784;
2000, 4000, 170726, 1.62463, 0.305783;
2000, 4100, 142049, 1.57698, 0.30133;
2000, 4200, 113103, 1.57698, 0.30133;
2000, 4300, 102908, 1.57698, 0.289272;
2000, 4400, 99219.9, 1.4695, 0.245306;
2000, 4500, 89408.9, 1.4695, 0.181165;
2000, 4600, 78627.6, 1.43885, 0.181165;
2000, 4700, 74552.6, 1.43885, 0.154068;
2000, 4800, 69706.8, 1.43885, 0.154068;
2000, 4900, 58695.7, 1.43875, 0.154068;
2000, 5000, 53067.2, 1.33927, 0.154056;
2000, 5100, 47924.9, 1.33926, 0.154056;
2000, 5200, 43571.8, 1.33926, 0.154056;
2000, 5300, 38831.1, 1.33926, 0.154056;
2000, 5400, 35629.4, 1.33926, 0.154056;
2000, 5500, 32718.6, 1.33926, 0.0120258;
2000, 5600, 28934.7, 1.33926, 0.0120258;
2000, 5700, 25628.9, 1.33926, 0.0120258;
2000, 5800, 23688.4, 0.284087, 0.0120258;
2000, 5900, 21456.8, 0.284087, 0.0120258;
2000, 6000, 19322.3, 0.284087, 0.0120258;
2000, 6100, 17665.9, 0.284087, 0.0120258;
2000, 6200, 15531.3, 0.284087, 0.0120258;
2000, 6300, 13784.9, 0.284087, 0;
2000, 6400, 12523.6, 0.284087, 0;
2000, 6500, 11740.4, 0.284087, 0;
2000, 6600, 10867.2, 0.284087, 0;
2000, 6700, 10285, 0.284087, 0;
2000, 6800, 9411.82, 0.284087, 0;
2000, 6900, 8531.6, 0.284087, 0;
2000, 7000, 7949.46, 0, 0;
2000, 7100, 7367.31, 0, 0;
2000, 7200, 6681.14, 0, 0;
2000, 7300, 6390.07, 0, 0;
2000, 7400, 5613.88, 0, 0;
2000, 7500, 5128.75, 0, 0;
2000, 7600, 4740.66, 0, 0;
2000, 7700, 4643.63, 0, 0;
2000, 7800, 4449.59, 0, 0;
2000, 7900, 4158.51, 0, 0;
2000, 8000, 3395.85, 0, 0;
2000, 8100, 3007.75, 0, 0;
2000, 8200, 2716.68, 0, 0;
2000, 8300, 2231.56, 0, 0;
2000, 8400, 2231.56, 0, 0;
2000, 8500, 2037.51, 0, 0;
2000, 8600, 1843.46, 0, 0;
2000, 8700, 1455.36, 0, 0;
2000, 8800, 1358.34, 0, 0;
2000, 8900, 1261.31, 0, 0;
2000, 9000, 1261.31, 0, 0;
2000, 9100, 873.217, 0, 0;
2000, 9200, 776.193, 0, 0;
2000, 9300, 776.193, 0, 0;
2000, 9400, 776.193, 0, 0;
2000, 9500, 679.169, 0, 0;
2000, 9600, 388.097, 0, 0;
2000, 9700, 388.097, 0, 0;
2000, 9800, 388.097, 0, 0;
2000, 9900, 291.072, 0, 0;
2000, 10000, 291.072, 0, 0;
3000, 1000, 1.7956e+06, 1.65292, 0.431997;
3000, 2000, 711579, 1.64979, 0.431997;
3000, 3000, 506798, 1.64933, 0.394199;
3000, 3100, 476324, 1.64893, 0.394199;
3000, 3200, 423241, 1.64869, 0.394024;
3000, 3300, 381038, 1.64869, 0.394024;
3000, 3400, 333399, 1.63486, 0.394024;
3000, 3500, 272500, 1.63486, 0.394024;
3000, 3600, 257139, 1.63118, 0.394024;
3000, 3700, 228753, 1.63118, 0.394024;
3000, 3800, 205625, 1.62463, 0.394024;
3000, 3900, 196097, 1.62463, 0.305784;
3000, 4000, 160915, 1.62463, 0.305783;
3000, 4100, 139041, 1.57698, 0.30133;
3000, 4200, 110386, 1.57698, 0.30133;
3000, 4300, 100386, 1.57698, 0.289272;
3000, 4400, 96988.4, 1.4695, 0.245306;
3000, 4500, 87759.5, 1.4695, 0.181165;
3000, 4600, 77366.3, 1.43885, 0.181165;
3000, 4700, 73291.2, 1.43885, 0.154068;
3000, 4800, 68736.5, 1.43885, 0.154068;
3000, 4900, 58016.5, 1.43875, 0.154068;
3000, 5000, 52582.1, 1.33927, 0.154056;
3000, 5100, 47536.8, 1.33926, 0.154056;
3000, 5200, 43183.7, 1.33926, 0.154056;
3000, 5300, 38637.1, 1.33926, 0.154056;
3000, 5400, 35435.3, 1.33926, 0.154056;
3000, 5500, 32524.6, 1.33926, 0.0120258;
3000, 5600, 28837.7, 1.33926, 0.0120258;
3000, 5700, 25531.8, 1.33926, 0.0120258;
3000, 5800, 23688.4, 0.284087, 0.0120258;
3000, 5900, 21456.8, 0.284087, 0.0120258;
3000, 6000, 19322.3, 0.284087, 0.0120258;
3000, 6100, 17665.9, 0.284087, 0.0120258;
3000, 6200, 15531.3, 0.284087, 0.0120258;
3000, 6300, 13784.9, 0.284087, 0;
3000, 6400, 12523.6, 0.284087, 0;
3000, 6500, 11740.4, 0.284087, 0;
3000, 6600, 10867.2, 0.284087, 0;
3000, 6700, 10285, 0.284087, 0;
3000, 6800, 9411.82, 0.284087, 0;
3000, 6900, 8531.6, 0.284087, 0;
3000, 7000, 7949.46, 0, 0;
3000, 7100, 7367.31, 0, 0;
3000, 7200, 6681.14, 0, 0;
3000, 7300, 6390.07, 0, 0;
3000, 7400, 5613.88, 0, 0;
3000, 7500, 5128.75, 0, 0;
3000, 7600, 4740.66, 0, 0;
3000, 7700, 4643.63, 0, 0;
3000, 7800, 4449.59, 0, 0;
3000, 7900, 4158.51, 0, 0;
3000, 8000, 3395.85, 0, 0;
3000, 8100, 3007.75, 0, 0;
3000, 8200, 2716.68, 0, 0;
3000, 8300, 2231.56, 0, 0;
3000, 8400, 2231.56, 0, 0;
3000, 8500, 2037.51, 0, 0;
3000, 8600, 1843.46, 0, 0;
3000, 8700, 1455.36, 0, 0;
3000, 8800, 1358.34, 0, 0;
3000, 8900, 1261.31, 0, 0;
3000, 9000, 1261.31, 0, 0;
3000, 9100, 873.217, 0, 0;
3000, 9200, 776.193, 0, 0;
3000, 9300, 776.193, 0, 0;
3000, 9400, 776.193, 0, 0;
3000, 9500, 679.169, 0, 0;
3000, 9600, 388.097, 0, 0;
3000, 9700, 388.097, 0, 0;
3000, 9800, 388.097, 0, 0;
3000, 9900, 291.072, 0, 0;
3000, 10000, 291.072, 0, 0;
3100, 1000, 1.6233e+06, 1.6086, 0.40388;
3100, 2000, 598896, 1.60547, 0.40388;
3100, 3000, 447606, 1.60547, 0.394121;
3100, 3100, 429866, 1.60507, 0.394121;
3100, 3200, 389515, 1.60482, 0.394023;
3100, 3300, 353825, 1.60482, 0.394023;
3100, 3400, 312698, 1.591, 0.394023;
3100, 3500, 251993, 1.591, 0.394023;
3100, 3600, 236729, 1.58731, 0.394023;
3100, 3700, 208537, 1.58731, 0.394023;
3100, 3800, 198143, 1.58077, 0.394023;
3100, 3900, 195030, 1.58077, 0.305783;
3100, 4000, 160041, 1.58077, 0.305783;
3100, 4100, 138265, 1.57698, 0.30133;
3100, 4200, 109610, 1.57698, 0.30133;
3100, 4300, 99609.6, 1.57698, 0.289272;
3100, 4400, 96309.2, 1.4695, 0.245306;
3100, 4500, 87080.3, 1.4695, 0.181165;
3100, 4600, 76784.1, 1.43885, 0.181165;
3100, 4700, 72806.1, 1.43885, 0.154068;
3100, 4800, 68542.5, 1.43885, 0.154068;
3100, 4900, 57822.5, 1.43875, 0.154068;
3100, 5000, 52388, 1.33927, 0.154056;
3100, 5100, 47536.8, 1.33926, 0.154056;
3100, 5200, 43183.7, 1.33926, 0.154056;
3100, 5300, 38637.1, 1.33926, 0.154056;
3100, 5400, 35435.3, 1.33926, 0.154056;
3100, 5500, 32524.6, 1.33926, 0.0120258;
3100, 5600, 28837.7, 1.33926, 0.0120258;
3100, 5700, 25531.8, 1.33926, 0.0120258;
3100, 5800, 23688.4, 0.284087, 0.0120258;
3100, 5900, 21456.8, 0.284087, 0.0120258;
3100, 6000, 19322.3, 0.284087, 0.0120258;
3100, 6100, 17665.9, 0.284087, 0.0120258;
3100, 6200, 15531.3, 0.284087, 0.0120258;
3100, 6300, 13784.9, 0.284087, 0;
3100, 6400, 12523.6, 0.284087, 0;
3100, 6500, 11740.4, 0.284087, 0;
3100, 6600, 10867.2, 0.284087, 0;
3100, 6700, 10285, 0.284087, 0;
3100, 6800, 9411.82, 0.284087, 0;
3100, 6900, 8531.6, 0.284087, 0;
3100, 7000, 7949.46, 0, 0;
3100, 7100, 7367.31, 0, 0;
3100, 7200, 6681.14, 0, 0;
3100, 7300, 6390.07, 0, 0;
3100, 7400, 5613.88, 0, 0;
3100, 7500, 5128.75, 0, 0;
3100, 7600, 4740.66, 0, 0;
3100, 7700, 4643.63, 0, 0;
3100, 7800, 4449.59, 0, 0;
3100, 7900, 4158.51, 0, 0;
3100, 8000, 3395.85, 0, 0;
3100, 8100, 3007.75, 0, 0;
3100, 8200, 2716.68, 0, 0;
3100, 8300, 2231.56, 0, 0;
3100, 8400, 2231.56, 0, 0;
3100, 8500, 2037.51, 0, 0;
3100, 8600, 1843.46, 0, 0;
3100, 8700, 1455.36, 0, 0;
3100, 8800, 1358.34, 0, 0;
3100, 8900, 1261.31, 0, 0;
3100, 9000, 1261.31, 0, 0;
3100, 9100, 873.217, 0, 0;
3100, 9200, 776.193, 0, 0;
3100, 9300, 776.193, 0, 0;
3100, 9400, 776.193, 0, 0;
3100, 9500, 679.169, 0, 0;
3100, 9600, 388.097, 0, 0;
3100, 9700, 388.097, 0, 0;
3100, 9800, 388.097, 0, 0;
3100, 9900, 291.072, 0, 0;
3100, 10000, 291.072, 0, 0;
3200, 1000, 1.47283e+06, 1.60522, 0.40388;
3200, 2000, 505619, 1.60522, 0.40388;
3200, 3000, 389190, 1.60522, 0.394121;
3200, 3100, 378156, 1.60482, 0.394121;
3200, 3200, 363079, 1.60482, 0.394023;
3200, 3300, 333707, 1.60482, 0.394023;
3200, 3400, 311631, 1.59099, 0.394023;
3200, 3500, 251217, 1.59099, 0.394023;
3200, 3600, 236050, 1.58731, 0.394023;
3200, 3700, 207858, 1.58731, 0.394023;
3200, 3800, 197463, 1.58076, 0.394023;
3200, 3900, 194350, 1.58076, 0.305783;
3200, 4000, 159362, 1.58076, 0.305783;
3200, 4100, 137586, 1.57697, 0.30133;
3200, 4200, 109125, 1.57697, 0.30133;
3200, 4300, 99124.5, 1.57697, 0.289272;
3200, 4400, 95824.1, 1.4695, 0.245306;
3200, 4500, 86692.2, 1.4695, 0.181165;
3200, 4600, 76396, 1.43885, 0.181165;
3200, 4700, 72418, 1.43885, 0.154068;
3200, 4800, 68154.4, 1.43885, 0.154068;
3200, 4900, 57531.4, 1.43875, 0.154068;
3200, 5000, 52096.9, 1.33927, 0.154056;
3200, 5100, 47245.7, 1.33926, 0.154056;
3200, 5200, 42892.6, 1.33926, 0.154056;
3200, 5300, 38346, 1.33926, 0.154056;
3200, 5400, 35241.3, 1.33926, 0.154056;
3200, 5500, 32330.5, 1.33926, 0.0120258;
3200, 5600, 28643.6, 1.33926, 0.0120258;
3200, 5700, 25434.8, 1.33926, 0.0120258;
3200, 5800, 23591.4, 0.284087, 0.0120258;
3200, 5900, 21456.8, 0.284087, 0.0120258;
3200, 6000, 19322.3, 0.284087, 0.0120258;
3200, 6100, 17665.9, 0.284087, 0.0120258;
3200, 6200, 15531.3, 0.284087, 0.0120258;
3200, 6300, 13784.9, 0.284087, 0;
3200, 6400, 12523.6, 0.284087, 0;
3200, 6500, 11740.4, 0.284087, 0;
3200, 6600, 10867.2, 0.284087, 0;
3200, 6700, 10285, 0.284087, 0;
3200, 6800, 9411.82, 0.284087, 0;
3200, 6900, 8531.6, 0.284087, 0;
3200, 7000, 7949.46, 0, 0;
3200, 7100, 7367.31, 0, 0;
3200, 7200, 6681.14, 0, 0;
3200, 7300, 6390.07, 0, 0;
3200, 7400, 5613.88, 0, 0;
3200, 7500, 5128.75, 0, 0;
3200, 7600, 4740.66, 0, 0;
3200, 7700, 4643.63, 0, 0;
3200, 7800, 4449.59, 0, 0;
3200, 7900, 4158.51, 0, 0;
3200, 8000, 3395.85, 0, 0;
3200, 8100, 3007.75, 0, 0;
3200, 8200, 2716.68, 0, 0;
3200, 8300, 2231.56, 0, 0;
3200, 8400, 2231.56, 0, 0;
3200, 8500, 2037.51, 0, 0;
3200, 8600, 1843.46, 0, 0;
3200, 8700, 1455.36, 0, 0;
3200, 8800, 1358.34, 0, 0;
3200, 8900, 1261.31, 0, 0;
3200, 9000, 1261.31, 0, 0;
3200, 9100, 873.217, 0, 0;
3200, 9200, 776.193, 0, 0;
3200, 9300, 776.193, 0, 0;
3200, 9400, 776.193, 0, 0;
3200, 9500, 679.169, 0, 0;
3200, 9600, 388.097, 0, 0;
3200, 9700, 388.097, 0, 0;
3200, 9800, 388.097, 0, 0;
3200, 9900, 291.072, 0, 0;
3200, 10000, 291.072, 0, 0;
3300, 1000, 1.32585e+06, 1.60522, 0.40388;
3300, 2000, 474151, 1.60522, 0.40388;
3300, 3000, 368198, 1.60522, 0.394121;
3300, 3100, 364064, 1.60482, 0.394121;
3300, 3200, 349181, 1.60482, 0.394023;
3300, 3300, 319809, 1.60482, 0.394023;
3300, 3400, 304536, 1.59099, 0.394023;
3300, 3500, 244123, 1.59099, 0.394023;
3300, 3600, 235371, 1.58731, 0.394023;
3300, 3700, 207178, 1.58731, 0.394023;
3300, 3800, 196784, 1.58076, 0.394023;
3300, 3900, 193671, 1.58076, 0.305783;
3300, 4000, 158780, 1.58076, 0.305783;
3300, 4100, 137003, 1.57697, 0.30133;
3300, 4200, 108640, 1.57697, 0.30133;
3300, 4300, 98639.4, 1.57697, 0.289272;
3300, 4400, 95339, 1.4695, 0.245306;
3300, 4500, 86207.1, 1.4695, 0.181165;
3300, 4600, 75910.9, 1.43885, 0.181165;
3300, 4700, 71932.9, 1.43885, 0.154068;
3300, 4800, 67669.3, 1.43885, 0.154068;
3300, 4900, 57143.3, 1.43875, 0.154068;
3300, 5000, 51902.9, 1.33927, 0.154056;
3300, 5100, 47051.7, 1.33926, 0.154056;
3300, 5200, 42698.6, 1.33926, 0.154056;
3300, 5300, 38152, 1.33926, 0.154056;
3300, 5400, 35047.2, 1.33926, 0.154056;
3300, 5500, 32136.5, 1.33926, 0.0120258;
3300, 5600, 28449.6, 1.33926, 0.0120258;
3300, 5700, 25240.8, 1.33926, 0.0120258;
3300, 5800, 23494.3, 0.284087, 0.0120258;
3300, 5900, 21359.8, 0.284087, 0.0120258;
3300, 6000, 19225.3, 0.284087, 0.0120258;
3300, 6100, 17568.9, 0.284087, 0.0120258;
3300, 6200, 15434.3, 0.284087, 0.0120258;
3300, 6300, 13784.9, 0.284087, 0;
3300, 6400, 12523.6, 0.284087, 0;
3300, 6500, 11740.4, 0.284087, 0;
3300, 6600, 10867.2, 0.284087, 0;
3300, 6700, 10285, 0.284087, 0;
3300, 6800, 9411.82, 0.284087, 0;
3300, 6900, 8531.6, 0.284087, 0;
3300, 7000, 7949.46, 0, 0;
3300, 7100, 7367.31, 0, 0;
3300, 7200, 6681.14, 0, 0;
3300, 7300, 6390.07, 0, 0;
3300, 7400, 5613.88, 0, 0;
3300, 7500, 5128.75, 0, 0;
3300, 7600, 4740.66, 0, 0;
3300, 7700, 4643.63, 0, 0;
3300, 7800, 4449.59, 0, 0;
3300, 7900, 4158.51, 0, 0;
3300, 8000, 3395.85, 0, 0;
3300, 8100, 3007.75, 0, 0;
3300, 8200, 2716.68, 0, 0;
3300, 8300, 2231.56, 0, 0;
3300, 8400, 2231.56, 0, 0;
3300, 8500, 2037.51, 0, 0;
3300, 8600, 1843.46, 0, 0;
3300, 8700, 1455.36, 0, 0;
3300, 8800, 1358.34, 0, 0;
3300, 8900, 1261.31, 0, 0;
3300, 9000, 1261.31, 0, 0;
3300, 9100, 873.217, 0, 0;
3300, 9200, 776.193, 0, 0;
3300, 9300, 776.193, 0, 0;
3300, 9400, 776.193, 0, 0;
3300, 9500, 679.169, 0, 0;
3300, 9600, 388.097, 0, 0;
3300, 9700, 388.097, 0, 0;
3300, 9800, 388.097, 0, 0;
3300, 9900, 291.072, 0, 0;
3300, 10000, 291.072, 0, 0;
3400, 1000, 1.19306e+06, 1.5567, 0.391822;
3400, 2000, 381207, 1.5567, 0.391822;
3400, 3000, 315810, 1.5567, 0.382063;
3400, 3100, 311773, 1.5567, 0.382063;
3400, 3200, 303305, 1.5567, 0.381966;
3400, 3300, 293081, 1.5567, 0.381966;
3400, 3400, 277808, 1.55666, 0.381966;
3400, 3500, 242861, 1.55666, 0.381966;
3400, 3600, 234304, 1.55666, 0.381966;
3400, 3700, 206305, 1.55666, 0.381966;
3400, 3800, 195911, 1.55012, 0.381966;
3400, 3900, 192895, 1.55012, 0.293726;
3400, 4000, 158004, 1.55012, 0.293726;
3400, 4100, 136324, 1.54633, 0.289272;
3400, 4200, 107960, 1.54633, 0.289272;
3400, 4300, 97960.2, 1.54633, 0.289272;
3400, 4400, 94853.8, 1.43885, 0.245306;
3400, 4500, 85916, 1.43885, 0.181165;
3400, 4600, 75619.8, 1.43885, 0.181165;
3400, 4700, 71738.9, 1.43885, 0.154068;
3400, 4800, 67572.2, 1.43885, 0.154068;
3400, 4900, 57046.3, 1.43875, 0.154068;
3400, 5000, 51805.9, 1.33927, 0.154056;
3400, 5100, 46954.7, 1.33926, 0.154056;
3400, 5200, 42601.6, 1.33926, 0.154056;
3400, 5300, 38152, 1.33926, 0.154056;
3400, 5400, 35047.2, 1.33926, 0.154056;
3400, 5500, 32136.5, 1.33926, 0.0120258;
3400, 5600, 28449.6, 1.33926, 0.0120258;
3400, 5700, 25240.8, 1.33926, 0.0120258;
3400, 5800, 23494.3, 0.284087, 0.0120258;
3400, 5900, 21359.8, 0.284087, 0.0120258;
3400, 6000, 19225.3, 0.284087, 0.0120258;
3400, 6100, 17568.9, 0.284087, 0.0120258;
3400, 6200, 15434.3, 0.284087, 0.0120258;
3400, 6300, 13784.9, 0.284087, 0;
3400, 6400, 12523.6, 0.284087, 0;
3400, 6500, 11740.4, 0.284087, 0;
3400, 6600, 10867.2, 0.284087, 0;
3400, 6700, 10285, 0.284087, 0;
3400, 6800, 9411.82, 0.284087, 0;
3400, 6900, 8531.6, 0.284087, 0;
3400, 7000, 7949.46, 0, 0;
3400, 7100, 7367.31, 0, 0;
3400, 7200, 6681.14, 0, 0;
3400, 7300, 6390.07, 0, 0;
3400, 7400, 5613.88, 0, 0;
3400, 7500, 5128.75, 0, 0;
3400, 7600, 4740.66, 0, 0;
3400, 7700, 4643.63, 0, 0;
3400, 7800, 4449.59, 0, 0;
3400, 7900, 4158.51, 0, 0;
3400, 8000, 3395.85, 0, 0;
3400, 8100, 3007.75, 0, 0;
3400, 8200, 2716.68, 0, 0;
3400, 8300, 2231.56, 0, 0;
3400, 8400, 2231.56, 0, 0;
3400, 8500, 2037.51, 0, 0;
3400, 8600, 1843.46, 0, 0;
3400, 8700, 1455.36, 0, 0;
3400, 8800, 1358.34, 0, 0;
3400, 8900, 1261.31, 0, 0;
3400, 9000, 1261.31, 0, 0;
3400, 9100, 873.217, 0, 0;
3400, 9200, 776.193, 0, 0;
3400, 9300, 776.193, 0, 0;
3400, 9400, 776.193, 0, 0;
3400, 9500, 679.169, 0, 0;
3400, 9600, 388.097, 0, 0;
3400, 9700, 388.097, 0, 0;
3400, 9800, 388.097, 0, 0;
3400, 9900, 291.072, 0, 0;
3400, 10000, 291.072, 0, 0;
3500, 1000, 1.07529e+06, 1.48114, 0.391822;
3500, 2000, 316692, 1.48114, 0.391822;
3500, 3000, 262645, 1.48114, 0.382063;
3500, 3100, 258996, 1.48114, 0.382063;
3500, 3200, 256846, 1.48114, 0.381966;
3500, 3300, 246720, 1.48114, 0.381966;
3500, 3400, 231738, 1.4811, 0.381966;
3500, 3500, 222161, 1.4811, 0.381966;
3500, 3600, 220018, 1.4811, 0.381966;
3500, 3700, 198629, 1.4811, 0.381966;
3500, 3800, 188234, 1.47455, 0.381966;
3500, 3900, 185316, 1.47455, 0.293726;
3500, 4000, 156743, 1.47455, 0.293726;
3500, 4100, 135160, 1.47077, 0.289272;
3500, 4200, 106893, 1.47077, 0.289272;
3500, 4300, 96892.9, 1.47077, 0.289272;
3500, 4400, 93786.6, 1.36329, 0.245306;
3500, 4500, 84945.8, 1.36329, 0.181165;
3500, 4600, 74746.6, 1.36329, 0.181165;
3500, 4700, 70962.7, 1.36329, 0.154068;
3500, 4800, 66796, 1.36329, 0.154068;
3500, 4900, 56658.2, 1.36319, 0.154068;
3500, 5000, 51514.8, 1.33146, 0.154056;
3500, 5100, 46663.6, 1.33144, 0.154056;
3500, 5200, 42310.5, 1.33144, 0.154056;
3500, 5300, 37860.9, 1.33144, 0.154056;
3500, 5400, 34756.1, 1.33144, 0.154056;
3500, 5500, 31845.4, 1.33144, 0.0120258;
3500, 5600, 28255.5, 1.33144, 0.0120258;
3500, 5700, 25143.7, 1.33144, 0.0120258;
3500, 5800, 23397.3, 0.284087, 0.0120258;
3500, 5900, 21262.8, 0.284087, 0.0120258;
3500, 6000, 19225.3, 0.284087, 0.0120258;
3500, 6100, 17568.9, 0.284087, 0.0120258;
3500, 6200, 15434.3, 0.284087, 0.0120258;
3500, 6300, 13784.9, 0.284087, 0;
3500, 6400, 12523.6, 0.284087, 0;
3500, 6500, 11740.4, 0.284087, 0;
3500, 6600, 10867.2, 0.284087, 0;
3500, 6700, 10285, 0.284087, 0;
3500, 6800, 9411.82, 0.284087, 0;
3500, 6900, 8531.6, 0.284087, 0;
3500, 7000, 7949.46, 0, 0;
3500, 7100, 7367.31, 0, 0;
3500, 7200, 6681.14, 0, 0;
3500, 7300, 6390.07, 0, 0;
3500, 7400, 5613.88, 0, 0;
3500, 7500, 5128.75, 0, 0;
3500, 7600, 4740.66, 0, 0;
3500, 7700, 4643.63, 0, 0;
3500, 7800, 4449.59, 0, 0;
3500, 7900, 4158.51, 0, 0;
3500, 8000, 3395.85, 0, 0;
3500, 8100, 3007.75, 0, 0;
3500, 8200, 2716.68, 0, 0;
3500, 8300, 2231.56, 0, 0;
3500, 8400, 2231.56, 0, 0;
3500, 8500, 2037.51, 0, 0;
3500, 8600, 1843.46, 0, 0;
3500, 8700, 1455.36, 0, 0;
3500, 8800, 1358.34, 0, 0;
3500, 8900, 1261.31, 0, 0;
3500, 9000, 1261.31, 0, 0;
3500, 9100, 873.217, 0, 0;
3500, 9200, 776.193, 0, 0;
3500, 9300, 776.193, 0, 0;
3500, 9400, 776.193, 0, 0;
3500, 9500, 679.169, 0, 0;
3500, 9600, 388.097, 0, 0;
3500, 9700, 388.097, 0, 0;
3500, 9800, 388.097, 0, 0;
3500, 9900, 291.072, 0, 0;
3500, 10000, 291.072, 0, 0;
3600, 1000, 1.02678e+06, 1.46772, 0.303583;
3600, 2000, 291445, 1.46772, 0.303583;
3600, 3000, 248165, 1.46772, 0.293824;
3600, 3100, 244613, 1.46772, 0.293824;
3600, 3200, 242657, 1.46772, 0.293726;
3600, 3300, 232531, 1.46772, 0.293726;
3600, 3400, 223867, 1.46768, 0.293726;
3600, 3500, 214290, 1.46768, 0.293726;
3600, 3600, 212147, 1.46768, 0.293726;
3600, 3700, 197270, 1.46768, 0.293726;
3600, 3800, 187167, 1.46113, 0.293726;
3600, 3900, 184248, 1.46113, 0.293726;
3600, 4000, 155675, 1.46113, 0.293726;
3600, 4100, 134190, 1.45735, 0.289272;
3600, 4200, 105923, 1.45735, 0.289272;
3600, 4300, 96116.7, 1.45735, 0.289272;
3600, 4400, 93010.4, 1.36329, 0.245306;
3600, 4500, 84363.7, 1.36329, 0.181165;
3600, 4600, 74261.5, 1.36329, 0.181165;
3600, 4700, 70477.5, 1.36329, 0.154068;
3600, 4800, 66310.9, 1.36329, 0.154068;
3600, 4900, 56173.1, 1.36319, 0.154068;
3600, 5000, 51029.7, 1.33146, 0.154056;
3600, 5100, 46178.5, 1.33144, 0.154056;
3600, 5200, 41922.4, 1.33144, 0.154056;
